id,name,vernacularName,otherNames,wiktionary,glottologId,glottologFamilyId,glottologParentId,level,lat,long,country,iso639-3,iso639-1,scope,type,speakers,logo,logoDesc
20491,Pass Cahuilla,,,,pass1251,utoa1244,cahu1264,dialect,,,,,,,,,,
20492,Pasto,,,,past1243,uncl1493,uncl1493,language,,,EC,,,,,,,
20493,Pastoral Surmic,,,,past1248,surm1244,sout2837,family,,,,,,,,,,
20494,Pastaza Quechua,,,,past1249,quec1387,orie1242,family,,,,,,,,,,
20495,Patagon,,,,pata1255,uncl1493,uncl1493,language,,,PE,,,,,,,
20496,Patagonian Welsh,,,,pata1258,indo1319,wels1247,dialect,,,,,,,,,,
20497,Patara,,,,pata1259,atla1278,west2961,dialect,,,,,,,,,,
20498,Patakai-Manusela,,,,pata1263,aust1307,nunu1252,family,,,,,,,,,,
20499,Patelia,,,,pate1245,indo1319,bhil1251,dialect,,,,,,,,,,
20500,Pate,,,,pate1246,atla1278,swah1253,dialect,,,,,,,,,,
20501,Patipi,,,,pati1239,aust1307,onin1245,dialect,,,,,,,,,,
20502,Patla-Chicontla Totonac,,,,patl1234,book1242,book1242,language,,,,tot,,,,,,
20503,Patla-Cacahuatlán,,,,patl1235,toto1251,cent2384,dialect,,,,,,,,,,
20504,Patool,,,,pato1242,atla1278,gula1265,dialect,,,,,,,,,,
20505,St Lucian Patois,,,,pato1243,indo1319,sain1246,dialect,,,,,,,,,,
20506,Patpatar-Minigir-Tolai,,,,patp1244,aust1307,stge1234,family,,,,,,,,,,
20507,Pattapu Bhasha,,,,patt1247,drav1251,tami1289,dialect,,,,,,,,,,
20508,Pattae',,,,patt1250,aust1307,mama1276,dialect,,,,,,,,,,
20509,Pattinjo,,,,patt1251,aust1307,enre1239,dialect,,,,,,,,,,
20510,Patvi,,,,patv1238,indo1319,malv1243,dialect,,,,,,,,,,
20511,Western Jamamadi,,,,paui1240,araw1282,deni1241,dialect,,,,,,,,,,
20512,Ituxi Paumari,,,,paum1248,araw1282,paum1247,dialect,,,,,,,,,,
20513,Paunangis,,,,paun1240,aust1307,nort2836,dialect,,,,,,,,,,
20514,Pauri-Nahali,,,,paur1240,indo1319,bhil1254,family,,,,,,,,,,
20515,Pauwi,,,,pauw1243,aust1307,yoke1239,language,-1.65,137.8,ID,,,,,,,
20516,Pauwasi,,,,pauw1244,,,family,,,,,,,,,,
20517,Pauxi,,,,paux1235,cari1283,tiri1260,language,-1.690001,-55.558777,BR,,,,,,,
20518,Pauxiana,,,,paux1236,cari1283,para1308,language,1.451688,-62.518616,BR,,,,,,,
20519,Pawari,,,,pawa1253,indo1319,bund1253,dialect,,,,,,,,,,
20520,Pawany,,,,pawa1254,nilo1247,nort2816,dialect,,,,,,,,,,
20521,Pawiyana,,,,pawi1238,cari1283,kaxu1237,dialect,,,,,,,,,,
20522,Pawnee-Kitsai,,,,pawn1252,cadd1255,nort2950,family,,,,,,,,,,
20523,Pawnee-Arikara,,,,pawn1253,cadd1255,pawn1252,family,,,,,,,,,,
20524,Payagua,,,,paya1236,,,language,-20.212233,-58.158622,PY,,,,,,,
20525,Payaya,,,,paya1237,uncl1493,uncl1493,language,,,US,,,,,,,
20526,Payi,,,,payi1239,nucl1708,oloo1241,dialect,,,,,,,,,,
20527,Pearic,,,,pear1246,aust1305,aust1305,family,,,,,,,,,,
20528,Peawa,,,,peaw1239,east2503,wipi1242,dialect,,,,,,,,,,
20529,Peba-Yagua,,,,peba1241,,,family,,,,,,,,,,
20530,Peba-Yameo,,,,peba1242,peba1241,peba1241,family,,,,,,,,,,
20531,Peba,,,,peba1243,peba1241,peba1242,language,-3.5,-72.0,PE,,,,,,,
20532,Pe (Chadic),,,,peee1242,afro1255,muse1242,dialect,,,,,,,,,,
20533,Peemba,,,,peem1238,atla1278,fipa1238,dialect,,,,,,,,,,
20534,Peer Muure,,,,peer1242,atla1278,peer1241,dialect,,,,,,,,,,
20535,Pegagan,,,,pega1234,aust1307,musi1241,dialect,,,,,,,,,,
20536,Pegu,,,,pegu1239,aust1305,monn1252,dialect,,,,,,,,,,
20537,Pe-Holom-Gamé,,,,peho1238,afro1255,muse1242,dialect,,,,,,,,,,
20538,Pehuenche,,,,pehu1241,arau1255,mapu1245,dialect,,,,,,,,,,
20539,Peka,,,,peka1243,nucl1709,raic1241,family,,,,,,,,,,
20540,Pekalongan,,,,peka1244,aust1307,pasi1258,dialect,,,,,,,,,,
20541,Pekodian,,,,peko1235,cari1283,cari1283,family,,,,,,,,,,
20542,Pelau,,,,pela1243,aust1307,onto1237,dialect,,,,,,,,,,
20543,Pelauw,,,,pela1244,aust1307,haru1244,dialect,,,,,,,,,,
20544,Pela (Nigeria),,,,pela1248,afro1255,bura1292,dialect,,,,,,,,,,
20545,Pele (New Britain),,,,pele1246,pele1245,pele1245,dialect,,,,,,,,,,
20546,Pelmung,,,,pelm1238,sino1245,kulu1253,dialect,,,,,,,,,,
20547,Peloponnese,,,,pelo1238,indo1319,ioni1242,dialect,,,,,,,,,,
20548,Pelu,,,,pelu1234,afro1255,nucl1692,dialect,,,,,,,,,,
20549,Pemalang,,,,pema1234,aust1307,pasi1258,dialect,,,,,,,,,,
20550,Pemba,,,,pemb1239,atla1278,swah1253,dialect,,,,,,,,,,
20551,Pemong-Panare,,,,pemo1246,cari1283,vene1261,family,,,,,,,,,,
20552,Pemongan,,,,pemo1247,cari1283,pemo1246,family,,,,,,,,,,
20553,Penasifu,,,,pena1261,aust1307,biak1248,dialect,,,,,,,,,,
20554,Penapo,,,,pena1262,aust1307,aset1235,dialect,,,,,,,,,,
20555,Peñablanca,,,,pena1263,aust1307,dupa1235,dialect,,,,,,,,,,
20556,Penan Gang,,,,pena1264,aust1307,west2563,dialect,,,,,,,,,,
20557,Penan Lusong,,,,pena1265,aust1307,west2563,dialect,,,,,,,,,,
20558,Penan Apo,,,,pena1266,aust1307,west2563,dialect,,,,,,,,,,
20559,Penan Lanying,,,,pena1267,aust1307,west2563,dialect,,,,,,,,,,
20560,Penan Silat,,,,pena1268,aust1307,west2563,dialect,,,,,,,,,,
20561,Penan Apoh,,,,pena1269,aust1307,east2485,dialect,,,,,,,,,,
20562,Penange,,,,pena1270,dogo1299,west2779,language,14.38,-4.03,ML,,,,,,,
20563,Penan,,,,pena1271,aust1307,west2875,family,,,,,,,,,,
20564,Penchangan,,,,penc1240,aust1307,sout3241,dialect,,,,,,,,,,
20565,Pend D'oreille,,,,pend1243,sali1255,kali1308,dialect,,,,,,,,,,
20566,Penesak,,,,pene1237,book1242,book1242,language,,,,pen,,,,,,
20567,Penelakut,,,,pene1238,sali1255,isla1280,dialect,,,,,,,,,,
20568,Penghulu,,,,peng1245,aust1307,mina1268,dialect,,,,,,,,,,
20569,Peninsula Sherbro,,,,peni1239,atla1278,sher1258,dialect,,,,,,,,,,
20570,Peninsular Eastern Saami,,,,peni1240,ural1272,east2324,family,,,,,,,,,,
20571,Pen,,,,penn1241,cent2225,gula1268,dialect,,,,,,,,,,
20572,Penobscot,,"Eastern Abenaki, Eastern Abnaki",,peno1243,algi1248,east2544,dialect,,,,,,,,,,
20573,Pensiangan Murut,,,,pens1238,aust1307,taga1273,dialect,,,,,,,,,,
20574,Pentane,,,,pent1243,atla1278,boma1246,dialect,,,,,,,,,,
20575,Penukal,,,,penu1234,aust1307,musi1241,dialect,,,,,,,,,,
20576,Péomé,,,,peom1238,krua1234,weno1238,dialect,,,,,,,,,,
20577,Peoria,,,,peor1238,algi1248,miam1252,dialect,,,,,,,,,,
20578,Pepesa,,,,pepe1238,atla1278,jwir1241,dialect,,,,,,,,,,
20579,Peräpohja,,,,pera1253,ural1272,finn1318,dialect,,,,,,,,,,
20580,Perak II,,,,pera1254,aust1305,sema1266,dialect,,,,,,,,,,
20581,Perak I,,,,pera1255,aust1305,sema1266,dialect,,,,,,,,,,
20582,Perai-Tugun-Aputai,,,,pera1258,aust1307,weta1245,family,,,,,,,,,,
20583,Perai-Aputai,,,,pera1259,aust1307,pera1258,family,,,,,,,,,,
20584,Perema-Mumbake,,,,pere1234,atla1278,samb1324,family,,,,,,,,,,
20585,Perene,,,,pere1235,nucl1709,pamo1253,dialect,,,,,,,,,,
20586,Perge Tegu,,,,perg1234,dogo1299,jams1239,dialect,,,,,,,,,,
20587,Pericú,,,,peri1250,uncl1493,uncl1493,language,23.316718,-109.614813,MX,,,,,,,
20588,Peripheral Karen,,,,peri1254,sino1245,kare1337,family,,,,,,,,,,
20589,Perim,,,,peri1256,atla1278,tuni1251,dialect,,,,,,,,,,
20590,Peri,,,,peri1257,atla1278,kala1384,dialect,,,,,,,,,,
20591,Peripheral Papuan Tip linkage,,,,peri1258,aust1307,papu1253,family,,,,,,,,,,
20592,Peripheral Kuki-Chin,,,,peri1260,sino1245,kuki1246,family,,,,,,,,,,
20593,Peripheral Central Bisayan,,,,peri1261,aust1307,cent2263,family,,,,,,,,,,
20594,Peripheral Western Malakula,,,,peri1262,aust1307,west2871,family,,,,,,,,,,
20595,Peripheral South Udmurt,,,,peri1263,ural1272,sout2681,dialect,,,,,,,,,,
20596,Periquitos-Santa Rosa Tariana,,,,peri1264,araw1281,tari1256,dialect,,,,,,,,,,
20597,Periquitos Tariana,,,,peri1265,araw1281,peri1264,dialect,,,,,,,,,,
20598,Peripheral Kermanshahic,,,,peri1266,indo1319,sout2640,dialect,,,,,,,,,,
20599,Permian,,,,perm1256,ural1272,ural1272,family,,,,,,,,,,
20600,Persian-Indic,,,,pers1247,mixe1287,mixe1287,family,,,,,,,,,,
20601,Peruvian-Inmaculada Sign,,,,peru1236,sign1238,west2886,family,,,,,,,,,,
20602,Peruk,,,,peru1237,indo1319,west2372,dialect,,,,,,,,,,
20603,Peshawar Hindko,,,,pesh1239,indo1319,west2952,dialect,,,,,,,,,,
20604,Peta,,,,peta1244,atla1278,nyan1308,dialect,,,,,,,,,,
20605,Petasia,,,,peta1246,aust1307,mori1268,dialect,,,,,,,,,,
20606,Petchabun Miao,,,,petc1238,hmon1336,hmon1333,dialect,,,,,,,,,,
20607,Peterara,,,,pete1237,aust1307,cent2058,dialect,,,,,,,,,,
20608,Petlacalancingo Mixtec,,,,petl1238,otom1299,alco1235,dialect,17.37597,-98.49096,,,,,,,,
20609,Petspets,,,,pets1237,aust1307,teop1238,dialect,,,,,,,,,,
20610,Petun-Wyandot,,,,petu1234,iroq1247,wyan1247,dialect,,,,,,,,,,
20611,Petun,,,,petu1235,iroq1247,petu1234,dialect,,,,,,,,,,
20612,Fula-Sereer,,,,peul1234,atla1278,nort3146,family,,,,,,,,,,
20613,Pevekskij,,,,peve1239,chuk1271,chuk1273,dialect,,,,,,,,,,
20614,Pewa,,,,pewa1238,krua1234,west2488,dialect,,,,,,,,,,
20615,PF-Jola,,,,pfjo1234,atla1278,fhjo1234,family,,,,,,,,,,
20616,Pfunde,,,,pfun1238,atla1278,kore1281,dialect,,,,,,,,,,
20617,Phadang,,,,phad1238,sino1245,tang1336,dialect,,,,,,,,,,
20618,Phakeic,,,,phak1239,taik1256,assa1264,family,,,,,,,,,,
20619,Phalo,,,,phal1255,aust1305,east2330,dialect,18.9582,98.789,TH,,,,,,,
20620,Phali,,,,phal1257,sino1245,samp1249,dialect,,,,,,,,,,
20621,Phalaborwa,,,,phal1258,atla1278,pedi1238,dialect,,,,,,,,,,
20622,Phaleng,,,,phal1259,atla1278,kgal1244,dialect,,,,,,,,,,
20623,Phang,,,,phan1252,aust1305,blan1242,dialect,,,,,,,,,,
20624,Phani,,,,phan1255,atla1278,vend1245,dialect,,,,,,,,,,
20625,Pharasa,,,,phar1238,indo1319,capp1239,dialect,,,,,,,,,,
20626,Phayeng,,,,phay1241,sino1245,andr1245,language,24.84615,93.81704,IN,,,,,,,
20627,Phay-Pram,,,,phay1242,aust1305,khmu1236,family,,,,,,,,,,
20628,Phedappe,,,,phed1238,sino1245,limb1266,dialect,,,,,,,,,,
20629,Pheende-Kwezo,,,,phee1234,atla1278,holu1246,family,,,,,,,,,,
20630,Phelongre,,,,phel1241,sino1245,sang1321,dialect,,,,,,,,,,
20631,Pherrongre,,,,pher1238,sino1245,sout2731,dialect,,,,,,,,,,
20632,Philim,,,,phil1244,sino1245,nort2709,dialect,,,,,,,,,,
20633,Philippine English,,,,phil1246,indo1319,nort3314,dialect,,,,,,,,,,
20634,Phobjib-Chali-Bumthangic,,,,phob1238,sino1245,main1269,family,,,,,,,,,,
20635,Phobjikha,,,,phob1239,sino1245,nyen1254,dialect,,,,,,,,,,
20636,Phoenician-Punic,,,,phoe1238,afro1255,ugar1239,family,,,,,,,,,,
20637,Pholic,,,,phol1236,sino1245,upri1239,family,,,,,,,,,,
20638,Phong,,,,phon1243,aust1305,hung1275,dialect,18.60928,104.92259,,,,,,,,
20639,Phosul,,,,phos1234,sino1245,horp1239,dialect,,,,,,,,,,
20640,Photsimi,,,,phot1238,sino1245,sang1321,dialect,,,,,,,,,,
20641,Phowa,,,,phow1235,sino1245,high1272,family,,,,,,,,,,
20642,Phunoi-Coong,,,,phun1244,sino1245,biso1241,family,,,,,,,,,,
20643,Phupha-Alugu,,,,phup1236,sino1245,down1239,family,,,,,,,,,,
20644,Phupa-Phuza,,,,phup1238,sino1245,down1239,family,,,,,,,,,,
20645,Phuthi (Southern Sotho),,,,phut1245,atla1278,sout2807,dialect,,,,,,,,,,
20646,Phuthi,,,,phut1246,atla1278,swat1243,dialect,-30.57283,27.73291,LS ZA,,,,,,,
20647,Phu,,,,phuu1238,sino1245,narp1239,dialect,,,,,,,,,,
20648,Pianga,,,,pian1241,atla1278,bush1247,dialect,,,,,,,,,,
20649,Pianocotó,,,,pian1242,cari1283,trio1238,dialect,,,,,,,,,,
20650,Piapoco-Achagua,,,,piap1247,araw1281,nort3362,family,,,,,,,,,,
20651,Piawi,,,,piaw1238,,,family,,,,,,,,,,
20652,Pichincha Quichua,,,,pich1239,quec1387,cald1236,dialect,,,,,,,,,,
20653,Picunche,,,,picu1247,arau1255,mapu1245,dialect,,,,,,,,,,
20654,Picuris Northern Tiwa,,,,picu1248,kiow1265,taos1246,language,37.083011,-105.267144,US,,,,,,,
20655,Pidgin Fijian,,,,pidg1237,pidg1258,fiji1244,language,,,FJ,,,,,,,
20656,Pidgin Ngarluma,,,,pidg1247,pidg1258,ngar1294,language,-21.94884,114.08427,AU,,,,,,,
20657,Pidgin Gulf Arabic,,,,pidg1248,pidg1258,arab1397,language,,,SA,,,,,,,
20658,Pidgin Hawaiian,,,,pidg1249,pidg1258,hawa1248,language,,,US,,,,,,,
20659,Pidgin Hindustani,,,,pidg1251,pidg1258,hind1272,language,-18.11203,178.45413,FJ,,,,,,,
20660,Pidgin Madam,,,,pidg1252,pidg1258,arab1397,language,,,LB,,,,,,,
20661,Pidgin Sign Language,,,,pidg1253,sign1238,sign1238,family,,,,,,,,,,
20662,Pidgin Chinook Jargon,,,,pidg1254,pidg1258,chin1492,language,,,CA US,,,,,,,
20663,Pidgin Kaurna,,,,pidg1255,pidg1258,kaur1273,language,,,AU,,,,,,,
20664,Pidgin Carib,,,,pidg1256,pidg1258,gali1266,language,,,GY,,,,,,,
20665,Pidgin Tukang Besi,,,,pidg1257,pidg1258,tuka1250,language,,,ID,,,,,,,
20666,Pidgin,,,,pidg1258,,,family,,,,,,,,,,
20667,Pidgin Bobangi,,,,pidg1259,pidg1258,boba1251,language,1.677922,19.166336,CD,,,,,,,
20668,Pidgin Hamer,,,,pidg1260,pidg1258,hama1242,language,5.06515,36.51761,ET,,,,,,,
20669,Pidha,,,,pidh1238,cent2225,cent2349,dialect,,,,,,,,,,
20670,Pidisoi,,,,pidi1240,sino1245,kulu1253,dialect,,,,,,,,,,
20671,Pidie,,,,pidi1241,aust1307,achi1257,dialect,,,,,,,,,,
20672,Pidlimndi,,,,pidl1239,afro1255,tera1251,dialect,,,,,,,,,,
20673,Piedmont Sintí,,,,pied1241,indo1319,sout3309,dialect,,,,,,,,,,
20674,Pie,,,,piee1238,krua1234,pyek1235,dialect,,,,,,,,,,
20675,Piegan,,,,pieg1239,algi1248,siks1238,dialect,,,,,,,,,,
20676,Piemontese-Lombard,,,,piem1239,indo1319,gall1279,family,,,,,,,,,,
20677,Piiga,,,,piig1238,atla1278,ukhw1241,dialect,,,,,,,,,,
20678,Pikaru,,,,pika1238,nucl1709,biso1243,dialect,,,,,,,,,,
20679,Pikwurrung,,,,pikw1234,pama1250,warr1257,dialect,,,,,,,,,,
20680,Pilaga-Toba,,,,pila1244,guai1249,qomm1235,family,,,,,,,,,,
20681,Pila,,,,pila1246,nucl1709,maia1254,dialect,,,,,,,,,,
20682,Pilakoy,,,,pila1247,koma1264,opuu1239,dialect,,,,,,,,,,
20683,Pilaltxw,,,,pila1248,sali1255,upri1241,dialect,,,,,,,,,,
20684,Pilbara,,,,pilb1234,pama1250,sout3134,family,,,,,,,,,,
20685,Piling,,,,pili1238,sino1245,nort3274,dialect,,,,,,,,,,
20686,Piltapalta,,,,pilt1234,pama1250,arab1267,dialect,,,,,,,,,,
20687,Piman,,,,pima1249,utoa1244,tepi1240,family,,,,,,,,,,
20688,Pimenteira,,,,pime1237,cari1283,kuik1245,language,-7.344019,-43.88325,BR,,,,,,,
20689,Pim,,,,pimm1234,ural1272,surg1248,dialect,,,,,,,,,,
20690,Pimpama,,,,pimp1234,pama1250,band1357,language,-27.821692,153.304503,AU,,,,,,,
20691,Pimuru,,,,pimu1238,tura1263,ikob1240,dialect,,,,,,,,,,
20692,Pinangol,,,,pina1250,aust1307,lowe1412,dialect,,,,,,,,,,
20693,Pinan,,,,pina1251,aust1307,puyu1239,dialect,,,,,,,,,,
20694,Pinai,,,,pina1253,piaw1238,pina1252,dialect,,,,,,,,,,
20695,Pindiga,,,,pind1243,atla1278,hone1235,dialect,,,,,,,,,,
20696,Guajajára of Pindare,,,,pind1244,tupi1275,guaj1255,dialect,,,,,,,,,,
20697,Pindiu,,,,pind1245,nucl1709,rawl1234,family,,,,,,,,,,
20698,Pingou,,,,ping1242,atla1278,bial1238,dialect,,,,,,,,,,
20699,Pinghua,,,,ping1245,sino1245,yuep1234,family,,,,,,,,,,
20700,Pingjiang,,,,ping1246,sino1245,chan1317,dialect,,,,,,,,,,
20701,Pingyao,,,,ping1247,sino1245,jiny1235,dialect,37.1390706,111.9656111,,,,,,,,
20702,Pinipel,,,,pini1246,aust1307,neha1247,dialect,,,,,,,,,,
20703,Pini,,,,pini1248,pama1250,pini1245,dialect,,,,,,,,,,
20704,Pinjari,,,,pinj1242,indo1319,urdu1245,dialect,,,,,,,,,,
20705,Pintumbang,,,,pint1252,timo1261,kabo1247,dialect,,,,,,,,,,
20706,Pintuyacu,,,,pint1253,zapa1251,iqui1243,dialect,,,,,,,,,,
20707,Pintupic,,,,pint1254,pama1250,wati1241,family,,,,,,,,,,
20708,Pipipaia,,,,pipi1249,nort2933,roto1249,dialect,,,,,,,,,,
20709,Pirabanak,,,,pira1252,nucl1709,cita1245,dialect,,,,,,,,,,
20710,Pirin-Malashevo,,,,piri1234,indo1319,west2888,dialect,,,,,,,,,,
20711,Pirlatapa-Dieric,,,,pirl1239,pama1250,west2438,family,,,,,,,,,,
20712,Western Yineic,,,,piro1249,araw1281,yine1239,family,,,,,,,,,,
20713,Pirou,,,,piro1250,indo1319,sout2644,dialect,,,,,,,,,,
20714,Pirr,,,,pirr1238,sino1245,sang1321,dialect,,,,,,,,,,
20715,Pirriya-Kungkari,,,,pirr1239,pama1250,karn1253,family,,,,,,,,,,
20716,Piru,,,,piru1241,book1242,book1242,language,-3.05368,128.197,ID,ppr,,,,,,
20717,Piru Bay,,,,piru1243,aust1307,nunu1252,family,,,,,,,,,,
20718,Pisamira,,,,pisa1245,tuca1253,pisa1247,language,1.1017,-70.502483,CO,,,,,,,
20719,Pisamira-Yuruti,,,,pisa1246,tuca1253,east2708,family,,,,,,,,,,
20720,Pisamira-Carapana,,,,pisa1247,tuca1253,pisa1246,family,,,,,,,,,,
20721,Pishagchi,,,,pish1238,turk1311,sout2697,dialect,,,,,,,,,,
20722,Piso,,,,piso1238,aust1307,kala1388,dialect,,,,,,,,,,
20723,Pisquibo,,,,pisq1240,pano1259,ship1254,dialect,,,,,,,,,,
20724,Pitaguary,,,,pita1243,uncl1493,uncl1493,language,,,BR,,,,,,,
20725,Pitas Bajau,,,,pita1245,aust1307,west2560,dialect,,,,,,,,,,
20726,Pitas Kimaragang,,,,pita1246,aust1307,kima1244,dialect,,,,,,,,,,
20727,Central Páez,,,,pita1247,paez1247,paez1247,dialect,,,,,,,,,,
20728,Pithauragarh,,,,pith1234,sino1245,east2777,family,,,,,,,,,,
20729,Piti-Atsam,,,,piti1242,atla1278,east2404,family,,,,,,,,,,
20730,Pittala Bhasha,,,,pitt1245,indo1319,pard1243,dialect,,,,,,,,,,
20731,Pitta-Pitta,,Pitta Pitta,,pitt1246,pama1250,palk1239,family,,,,,,,,,,
20732,Pitu Ulunna Salu,,,,pitu1237,aust1307,nort2894,family,,,,,,,,,,
20733,Banoni-Piva,,,,piva1237,aust1307,nort3225,family,,,,,,,,,,
20734,Piya,,,,piya1246,afro1255,piya1245,dialect,,,,,,,,,,
20735,Pizhdar,,,,pizh1238,indo1319,sora1257,dialect,,,,,,,,,,
20736,Plains Geta',,,,plai1256,aust1305,gata1239,dialect,,,,,,,,,,
20737,Plains Dogon,,,,plai1257,dogo1299,dogo1299,family,,,,,,,,,,
20738,Plain Angas,,,,plai1263,afro1255,ngas1240,dialect,,,,,,,,,,
20739,Plains Creeic,,,,plai1264,algi1248,cree1272,family,,,,,,,,,,
20740,Plan de Guadalupe,,,,plan1238,otom1299,alac1244,dialect,17.217315,-97.782602,,,,,,,,
20741,Plapo,,,,plap1238,krua1234,tepo1239,dialect,,,,,,,,,,
20742,Platanillo,,,,plat1255,otom1299,acat1239,dialect,,,,,,,,,,
20743,Plateau Haitian Creole,,,,plat1258,indo1319,hait1244,dialect,,,,,,,,,,
20744,Plateau Shona,,,,plat1259,atla1278,core1255,family,,,,,,,,,,
20745,Plateau Central Kalenjin,,,,plat1260,nilo1247,cent2293,family,,,,,,,,,,
20746,Platillos Highland Quichua,,,,plat1261,quec1387,sala1272,dialect,,,,,,,,,,
20747,Pleikly,,,,plei1237,aust1307,jara1266,dialect,,,,,,,,,,
20748,Plo,,,,ploo1238,krua1234,west2488,dialect,,,,,,,,,,
20749,Ploskost,,,,plos1238,nakh1245,chec1245,dialect,,,,,,,,,,
20750,Plus,,,,plus1242,aust1305,kens1248,dialect,,,,,,,,,,
20751,Pmasa'a,,,,pmas1239,anga1289,hamt1247,dialect,,,,,,,,,,
20752,Poavosa,,,,poav1237,aust1307,babu1240,dialect,,,,,,,,,,
20753,Pochuri-Northern Rengma,,,,poch1242,sino1245,anga1286,family,,,,,,,,,,
20754,Poqom,,,,poco1241,maya1287,grea1276,family,,,,,,,,,,
20755,Podari,,,,poda1239,east2503,wipi1242,dialect,,,,,,,,,,
20756,Podia Koya,,,,podi1238,drav1251,koya1251,dialect,,,,,,,,,,
20757,Podokge,,,,podo1242,atla1278,tupu1244,dialect,,,,,,,,,,
20758,Podoko,,"Parkwa, Parəkwa",,podo1243,afro1255,mand1472,family,,,,,,,,,,
20759,Podzo,,,,podz1238,atla1278,nucl1396,dialect,,,,,,,,,,
20760,Pogara,,,,poga1239,atla1278,west2961,dialect,,,,,,,,,,
20761,Kilombero,,,,pogo1242,atla1278,east2731,family,,,,,,,,,,
20762,Poguli,,,,pogu1238,indo1319,kash1277,dialect,,,,,,,,,,
20763,Point Arena,,,,poin1246,pomo1273,cent2138,dialect,,,,,,,,,,
20764,Poitevin,,,,poit1240,indo1319,lang1337,dialect,46.0579,-0.5493,FR,,,,,,,
20765,Pojoaque,,,,pojo1241,kiow1265,tewa1260,dialect,,,,,,,,,,
20766,Pöjulu,,,,poju1239,nilo1247,bari1284,dialect,,,,,,,,,,
20767,Poka,,,,poka1241,atla1278,tumb1250,dialect,,,,,,,,,,
20768,Po-Klo,,,,pokl1241,aust1305,temi1246,dialect,,,,,,,,,,
20769,Poko,,,,poko1262,atla1278,loba1239,dialect,,,,,,,,,,
20770,Polar Eskimo,,,,pola1254,eski1264,baff1240,dialect,,,,,,,,,,
20771,Polchi,,,,polc1244,afro1255,polc1243,dialect,,,,,,,,,,
20772,Poleo,,,,pole1240,aust1307,tali1259,dialect,,,,,,,,,,
20773,Poleang,,,,pole1241,aust1307,wita1237,dialect,,,,,,,,,,
20774,Poli,,,,poli1239,atla1278,yend1241,dialect,,,,,,,,,,
20775,Polish Romani,,,,poli1261,indo1319,balt1257,dialect,,,,,,,,,,
20776,Pollapese,,,,poll1238,aust1307,pulu1244,language,7.638875,149.428723,FM,,,,,,,
20777,Polo,,,,polo1241,sino1245,zaiw1241,dialect,,,,,,,,,,
20778,Pologozom,,,,polo1246,afro1255,nucl1683,dialect,,,,,,,,,,
20779,Polynesian,,,,poly1242,aust1307,east2445,family,,,,,,,,,,
20780,Pomak,,,,poma1238,indo1319,rupp1234,dialect,,,,,,,,,,
20781,Pombo,,,,pomb1234,atla1278,hung1280,dialect,,,,,,,,,,
20782,Pomoikan,,,,pomo1272,nucl1709,osum1243,family,,,,,,,,,,
20783,Pomoan,,,,pomo1273,,,family,,,,,,,,,,
20784,Pomor,,,,pomo1275,indo1319,nort2597,dialect,,,,,,,,,,
20785,Pomo-Kweso,,,,pomo1276,atla1278,maka1327,language,1.83,16.17,CG,,,,,,,
20786,Pomo,,,,pomo1277,atla1278,pomo1276,dialect,,,,,,,,,,
20787,Chuukic-Ponapeic,,,,pona1247,aust1307,west2844,family,,,,,,,,,,
20788,Ponapeic,,,,pona1248,aust1307,pona1247,family,,,,,,,,,,
20789,Ponapean,,,,pona1249,aust1307,pohn1238,dialect,,,,,,,,,,
20790,Ponares,,,,pona1251,book1242,book1242,language,4.83332,-71.5,CO,pod,,,,,,
20791,Ponca,,,,ponc1241,siou1252,omah1247,dialect,,,,,,,,,,
20792,Pondo,,,,pond1249,atla1278,pana1293,dialect,,,,,,,,,,
20793,Pondori,,,,pond1250,mand1469,jena1242,dialect,,,,,,,,,,
20794,Pongaal,,,,pong1244,atla1278,gula1265,dialect,,,,,,,,,,
20795,Pongo,,,,pong1251,atla1278,dual1243,dialect,,,,,,,,,,
20796,Pongyong,,,,pong1252,book1242,book1242,language,26.8613,88.0925,NP,pgy,,,,,,
20797,Ponorwal,,,,pono1239,aust1307,saaa1241,dialect,,,,,,,,,,
20798,Ponthieu,,,,pont1254,indo1319,pica1241,dialect,,,,,,,,,,
20799,Pontic-Cappadocian Greek,,,,pont1257,indo1319,mode1266,family,,,,,,,,,,
20800,Ponthai,,,,pont1258,sino1245,tang1379,language,27.442461,96.772761,IN,,,,,,,
20801,Pooh-Namgya,,,,pooh1234,sino1245,bhot1235,dialect,,,,,,,,,,
20802,Popoi,,,,popo1291,cent2225,mang1394,dialect,,,,,,,,,,
20803,Popoloca-Zapotecan,,,,popo1292,otom1299,east2557,family,,,,,,,,,,
20804,Popolocan-Mazatecan,,,,popo1293,otom1299,popo1292,family,,,,,,,,,,
20805,Popolocan,,,,popo1294,otom1299,choc1278,family,,,,,,,,,,
20806,"Poqomam, Southern",,,,poqo1255,book1242,book1242,language,,,GT,pou,,,,,,
20807,"Poqomchi', Western",,,,poqo1256,book1242,book1242,language,15.36,-90.58,GT,pob,,,,,,
20808,"Poqomam, Eastern",,,,poqo1257,book1242,book1242,language,,,GT,poa,,,,,,
20809,Porga,,,,porg1241,atla1278,bial1238,dialect,,,,,,,,,,
20810,Porgera,,,,porg1242,nucl1709,ipil1240,dialect,,,,,,,,,,
20811,Polri Kinda,,,,pori1238,atla1278,pomo1271,dialect,,,,,,,,,,
