lemma,folded_frequency
pojedini,4.97
govor,4.97
blizu,4.97
dešav,4.97
loše,4.97
zadovoljstvo,4.97
dolazak,4.97
nacija,4.97
nijedan,4.97
banka,4.97
srbin,4.97
zavod,4.97
brzina,4.97
uzimati,4.97
prolaziti,4.97
električan,4.97
osnivač,4.96
razlikovati,4.96
iskoristiti,4.96
građanski,4.96
domaći,4.96
unija,4.96
tim,4.96
al,4.96
ostvariti,4.96
kraljevina,4.96
kos,4.96
izraz,4.96
Hercegovina,4.96
nekada,4.96
ekipa,4.96
svibanj,4.96
test,4.96
pobediti,4.96
uticaj,4.96
sustav,4.96
pokrenuti,4.96
vozilo,4.96
saradnje,4.96
tehnologija,4.96
beogradski,4.96
parlament,4.96
loš,4.96
Slobodan,4.96
borac,4.96
sudbina,4.96
javnost,4.95
prodati,4.95
graditi,4.95
osiguranje,4.95
povezati,4.95
zbirka,4.95
motor,4.95
godišnje,4.95
glumac,4.95
teritorij,4.95
živ,4.95
istočni,4.95
stotina,4.95
kraljica,4.95
mada,4.95
obzirati,4.95
vraćati,4.95
fotografija,4.95
predstaviti,4.95
dovoditi,4.95
student,4.95
ustav,4.95
priznati,4.95
izlaziti,4.95
primjer,4.94
pomoći,4.94
aktivan,4.94
lipanj,4.94
vrednost,4.94
sabor,4.94
medij,4.94
crn,4.94
logor,4.94
rođenje,4.94
zanimljiv,4.94
povijest,4.94
michael,4.94
francuske,4.94
gorjeti,4.94
konačno,4.94
ulik,4.94
un,4.94
veruje,4.94
nestati,4.94
dogovor,4.94
faktor,4.94
j,4.94
ožujak,4.94
stati,4.94
poštovanje,4.94
vid,4.94
trag,4.94
medicinski,4.94
komandant,4.94
direktor,4.94
šuma,4.94
rujan,4.94
trener,4.93
planirati,4.93
račun,4.93
mesek,4.93
npr,4.93
pomoću,4.93
potpunost,4.93
str,4.93
tebe,4.93
zar,4.93
učestvovati,4.93
filmski,4.93
siječanj,4.93
srpanj,4.93
nastavak,4.93
decenija,4.93
pojam,4.93
sudjelovati,4.93
upotreba,4.92
vrijednost,4.92
sportski,4.92
ptica,4.92
postići,4.92
zadržati,4.92
prisutan,4.92
četvrti,4.92
vlasnik,4.92
čuvati,4.92
opis,4.92
slobodno,4.92
političar,4.92
usluga,4.92
nezavisnost,4.92
predati,4.92
uništiti,4.92
izdati,4.92
isticati,4.92
poginuti,4.91
ploča,4.91
decembar,4.91
istorijski,4.91
pružati,4.91
učenik,4.91
iv,4.91
vijeće,4.91
biljka,4.91
nitko,4.91
teren,4.91
razvijati,4.91
sigurnost,4.91
potvrditi,4.91
negde,4.91
prvoj,4.91
čim,4.91
umetnost,4.91
značaj,4.91
postojanje,4.91
zatvoriti,4.91
milijun,4.91
kapetan,4.91
omogućiti,4.91
ponašanje,4.91
odrediti,4.91
Balkan,4.91
jugoslavija,4.91
evropa,4.91
uključiti,4.91
nezavisan,4.9
proizvoditi,4.9
čitati,4.9
kći,4.9
drvo,4.9
bitka,4.9
osnivanje,4.9
nastupati,4.9
and,4.9
George,4.9
izuzetno,4.9
izvan,4.9
previše,4.9
ubrzo,4.9
zvaničan,4.9
revolucija,4.9
reforma,4.9
nastavljati,4.9
donositi,4.9
jedinstven,4.9
specijalan,4.89
veličina,4.89
kategorija,4.89
automobil,4.89
travanj,4.89
devet,4.89
volja,4.89
polovina,4.89
nastup,4.89
amerik,4.89
odmor,4.89
eto,4.89
poraz,4.89
dodatan,4.89
završetak,4.89
drag,4.89
pesma,4.89
italija,4.89
utvrditi,4.89
režim,4.89
teritorija,4.88
usl,4.88
njemački,4.88
znanje,4.88
heroj,4.88
otvoren,4.88
profesionalan,4.88
okolina,4.88
karta,4.88
socijalan,4.88
medicina,4.88
bitno,4.88
onako,4.88
pravi,4.88
Vladimir,4.88
planet,4.88
poklon,4.88
zaustaviti,4.88
budućnost,4.88
mala,4.88
kup,4.88
koža,4.88
sposobnost,4.88
gimnazija,4.88
klasičan,4.87
forma,4.87
sajt,4.87
muški,4.87
religija,4.87
šteta,4.87
značenje,4.87
kretanje,4.87
novine,4.87
ceti,4.87
nekako,4.87
umesto,4.87
umjesto,4.87
ki,4.87
tadašnji,4.87
opisati,4.87
pozivati,4.87
povećati,4.87
kancelarija,4.87
slab,4.87
izabran,4.87
tehnički,4.87
arhitektura,4.87
snažan,4.86
brz,4.86
doneti,4.86
prestati,4.86
ran,4.86
auto,4.86
stefan,4.86
industrijski,4.86
nebo,4.86
slovenski,4.86
http,4.86
znatno,4.86
poljski,4.86
sveučilište,4.86
odbiti,4.86
rešiti,4.86
kriv,4.86
nauk,4.86
interes,4.86
kriza,4.86
odgovoran,4.86
odvijati,4.86
vazduh,4.86
riba,4.86
policijski,4.86
zrak,4.85
piti,4.85
sport,4.85
front,4.85
uvjet,4.85
vladavina,4.85
steći,4.85
istočan,4.85
vino,4.85
skupina,4.85
prozor,4.85
datum,4.85
vođa,4.85
turnir,4.85
motiv,4.85
crnoj,4.85
dece,4.85
online,4.85
analiza,4.85
prst,4.85
običan,4.85
ciklus,4.85
detalj,4.85
lijep,4.85
lijek,4.85
čitav,4.85
sjajan,4.85
februar,4.85
gubiti,4.85
životan,4.85
nedelja,4.85
sljedeći,4.84
savet,4.84
papa,4.84
posledica,4.84
jug,4.84
čin,4.84
priprema,4.84
smanjiti,4.84
budemo,4.84
ce,4.84
duboko,4.84
duže,4.84
f,4.84
Marko,4.84
odakle,4.84
uspeo,4.84
velikoj,4.84
ćeš,4.84
koncert,4.84
nizak,4.84
pozitivan,4.84
zastava,4.84
vojvodina,4.84
pobed,4.84
regionalan,4.84
kolovoz,4.84
blag,4.84
glazba,4.84
david,4.84
pravda,4.84
isus,4.83
pravni,4.83
gospodar,4.83
stvaran,4.83
povezan,4.83
sumnja,4.83
beba,4.83
vladar,4.83
dvojica,4.83
dozvola,4.83
čast,4.83
bor,4.83
mer,4.83
prijaviti,4.83
an,4.83
simbol,4.83
mašina,4.83
izjava,4.83
nažalost,4.83
nikako,4.83
njeno,4.83
ostajati,4.83
pomognuti,4.83
sarajevo,4.83
značajno,4.83
james,4.83
tački,4.83
završavati,4.83
odgovoriti,4.83
izazivati,4.83
razmišljati,4.83
sever,4.83
donje,4.83
naučan,4.83
saveznik,4.83
hemijski,4.83
sem,4.83
udruženje,4.83
otpor,4.83
zvijezda,4.82
čist,4.82
klasa,4.82
prelaziti,4.82
obavljati,4.82
naslov,4.82
kriti,4.82
zauzeti,4.82
musliman,4.82
prikaz,4.82
poticati,4.82
priznanje,4.82
podići,4.82
istraga,4.82
dobija,4.82
inače,4.82
sarajevu,4.82
želeo,4.82
carski,4.82
kampanja,4.82
kina,4.82
komad,4.82
oprema,4.82
beti,4.82
slovo,4.82
kongres,4.82
učenje,4.82
osobina,4.82
opštinski,4.82
laž,4.82
rusija,4.81
marka,4.81
adresa,4.81
gol,4.81
normalan,4.81
mandat,4.81
urednik,4.81
objavljivati,4.81
kompleks,4.81
odgovornost,4.81
hteo,4.81
isključivo,4.81
Ivana,4.81
nato,4.81
njeni,4.81
stranik,4.81
vašeg,4.81
albanski,4.81
izložba,4.81
katolički,4.81
ekonomija,4.81
amerika,4.81
učiti,4.81
odličan,4.81
komunistički,4.81
nedostatak,4.81
san,4.81
moral,4.81
oslobođenje,4.8
delivati,4.8
rok,4.8
odigrati,4.8
episkop,4.8
groblje,4.8
crnogorski,4.8
dubrovnik,4.8
španija,4.8
sekretar,4.8
April,4.8
nekad,4.8
ukoliko,4.8
potpun,4.8
album,4.8
proglasiti,4.8
tržište,4.8
težiti,4.8
poremećaj,4.8
jack,4.8
hiljada,4.8
komisija,4.8
ministarstvo,4.8
meso,4.8
ticati,4.8
opasan,4.79
komitet,4.79
generacija,4.79
živiti,4.79
izjaviti,4.79
plav,4.79
karakter,4.79
standard,4.79
prost,4.79
povećanje,4.79
mjera,4.79
sloj,4.79
večeras,4.79
x,4.79
rim,4.79
komanda,4.79
kombinacija,4.79
kolega,4.79
dramski,4.79
kandidat,4.79
školski,4.79
prikazivati,4.79
turistički,4.79
protivnik,4.79
prvak,4.79
lažan,4.79
mni,4.79
širenje,4.79
cen,4.79
spadati,4.79
etnički,4.79
vodeći,4.79
kritika,4.79
vladati,4.79
karakteristika,4.78
formiranje,4.78
donji,4.78
djelovati,4.78
sklop,4.78
djevojka,4.78
članica,4.78
zagrebački,4.78
bosanski,4.78
slati,4.78
don,4.78
nuklearan,4.78
Austrija,4.78
uzrokovati,4.78
jedva,4.78
nemoguće,4.78
odlično,4.78
pesme,4.78
porodik,4.78
sir,4.78
spisak,4.78
teal,4.78
ratan,4.78
osuditi,4.78
brinuti,4.78
zadovoljan,4.78
nada,4.78
povući,4.78
petak,4.78
ponuditi,4.78
izgled,4.78
prenositi,4.78
trg,4.78
snimiti,4.78
svojstvo,4.78
putovati,4.78
raketa,4.78
izvesti,4.78
publika,4.77
redovan,4.77
zabava,4.77
pročitati,4.77
rob,4.77
poslovan,4.77
optužiti,4.77
zlato,4.77
dvor,4.77
Britanija,4.77
središte,4.77
delo,4.77
el,4.77
francuskoj,4.77
Henry,4.77
naime,4.77
neposredno,4.77
polako,4.77
tačno,4.77
latinski,4.77
godišnji,4.77
tvrtka,4.77
specifičan,4.77
brigada,4.77
zvuk,4.77
županija,4.77
tehnika,4.77
jesen,4.77
instrument,4.77
ležati,4.77
jasan,4.77
filozofski,4.77
znanost,4.77
japanski,4.77
oženiti,4.76
dostupan,4.76
slavan,4.76
dat,4.76
večer,4.76
pustiti,4.76
veljača,4.76
zelen,4.76
olimpijski,4.76
mladost,4.76
putnik,4.76
kin,4.76
seks,4.76
srednje,4.76
dogovoriti,4.76
današnaj,4.76
Francuska,4.76
jul,4.76
kom,4.76
tebi,4.76
ujedno,4.76
odlazak,4.76
restoran,4.76
prodaja,4.76
srbija,4.76
uzrok,4.76
kazna,4.76
kartica,4.76
pripremiti,4.76
izraditi,4.76
osjećati,4.76
leđa,4.76
umjetnost,4.76
cijena,4.76
geografski,4.76
pregovor,4.76
bomba,4.75
zapis,4.75
dar,4.75
lečenje,4.75
tona,4.75
sklad,4.75
stizati,4.75
povod,4.75
upravljati,4.75
događati,4.75
glazben,4.75
objasniti,4.75
albanija,4.75
nastanak,4.75
dodati,4.75
želeti,4.75
barem,4.75
hercegovini,4.75
Kosovo,4.75
le,4.75
navodno,4.75
pojave,4.75
mom,4.75
rizik,4.75
tkivo,4.75
originalan,4.75
struja,4.75
održavanje,4.75
kost,4.75
gas,4.75
izvoditi,4.75
primetiti,4.75
organizam,4.75
braniti,4.75
težina,4.75
razviti,4.75
slušati,4.75
predložiti,4.75
regija,4.75
konačan,4.75
platiti,4.75
ključan,4.75
nasilje,4.75
drevan,4.75
vremenski,4.75
negativan,4.75
uspjeh,4.75
kraljevski,4.74
filip,4.74
razred,4.74
omogućavati,4.74
poezija,4.74
učitelj,4.74
samostalan,4.74
natjecanje,4.74
netko,4.74
sedište,4.74
obaviti,4.74
nepoznat,4.74
otkrivati,4.74
pružiti,4.74
apsolutno,4.74
Gora,4.74
harry,4.74
mr,4.74
nemam,4.74
nemojte,4.74
pažljivo,4.74
sljedeća,4.74
svuda,4.74
usled,4.74
visoko,4.74
°,4.74
slaviti,4.74
ravan,4.74
Slovenija,4.74
crkven,4.74
ubija,4.74
pobjeda,4.74
hteti,4.74
kino,4.74
muž,4.74
sjedinjen,4.74
ispuniti,4.74
susret,4.74
trupa,4.74
privremen,4.74
vijek,4.74
populacija,4.74
oditi,4.74
rak,4.73
turizam,4.73
listopad,4.73
dokazati,4.73
galerija,4.73
greška,4.73
korisnik,4.73
mrtav,4.73
zavis,4.73
pisanje,4.73
otok,4.73
ispitivanje,4.73
dužina,4.73
br,4.73
frank,4.73
mary,4.73
međuvrijeme,4.73
peter,4.73
sredin,4.73
studije,4.73
teritoar,4.73
moć,4.73
rado,4.73
rasti,4.73
postavljati,4.73
jednostavan,4.73
vikend,4.73
dolina,4.73
uvesti,4.73
policajac,4.73
lak,4.73
ukrajina,4.73
preći,4.73
španski,4.73
morski,4.73
učestvivati,4.73
rodan,4.73
svetlo,4.73
gornje,4.73
pregled,4.73
odbrati,4.72
paul,4.72
osigurati,4.72
važiti,4.72
jeziki,4.72
kart,4.72
navesti,4.72
veličin,4.72
birati,4.72
uspostaviti,4.72
miti,4.72
opisivati,4.72
hitan,4.72
dnk,4.72
imen,4.72
ostrv,4.72
predsednika,4.72
rusiji,4.72
usta,4.72
