lemma,folded_frequency
dovolená,5.06
aktuální,5.06
slovenský,5.06
pustit,5.06
Olomouc,5.06
most,5.06
znít,5.06
zhruba,5.06
svatý,5.06
koupit,5.06
zajistit,5.06
stavební,5.06
prostředek,5.06
chuť,5.06
předmět,5.06
přímý,5.06
víkend,5.06
slunce,5.05
komise,5.05
úžasný,5.05
manžel,5.05
host,5.05
šéf,5.05
aktivita,5.05
vítězství,5.05
Francie,5.05
výška,5.05
důl,5.05
pohyb,5.05
g,5.05
webu,5.05
západní,5.05
normální,5.05
volat,5.05
mrtvý,5.05
široký,5.05
pivo,5.05
oddělený,5.05
brnět,5.05
Morava,5.05
francouzský,5.04
jižní,5.04
předchozí,5.04
oběť,5.04
hudební,5.04
ztráta,5.04
účast,5.04
bavit,5.04
circa,5.04
děj,5.04
nemuset,5.04
ono,5.04
ven,5.04
univerzita,5.04
budoucnost,5.04
restaurace,5.04
hodit,5.04
zastavit,5.04
manželka,5.04
volit,5.04
údaj,5.04
nástroj,5.04
obvykle,5.04
pohoda,5.04
kilometr,5.04
týkat,5.04
přírodní,5.04
vstup,5.04
náhoda,5.04
příklad,5.04
osm,5.04
řeka,5.03
ústava,5.03
Hradec,5.03
jaro,5.03
bohatý,5.03
právní,5.03
založit,5.03
řád,5.03
pozor,5.03
projít,5.03
jed,5.03
zima,5.03
Polsko,5.03
přemýšlet,5.03
letiště,5.03
hnutý,5.03
mm,5.03
následně,5.03
online,5.03
pondělí,5.03
životný,5.03
scéna,5.03
čtvrtý,5.03
počasí,5.03
ekonomický,5.03
domov,5.03
bota,5.03
euro,5.02
očekávat,5.02
příjem,5.02
prvek,5.02
Josef,5.02
pamatovat,5.02
Čech,5.02
kulturní,5.02
obrovský,5.02
komunikace,5.02
stůl,5.02
vzduch,5.02
modrý,5.02
podobně,5.02
poměrně,5.02
řídit,5.02
obsah,5.02
správně,5.02
umění,5.02
kůň,5.02
tvar,5.02
občanský,5.02
rodinný,5.02
východ,5.02
zvýšit,5.02
představa,5.01
krev,5.01
velikost,5.01
síť,5.01
daň,5.01
výzkum,5.01
využívat,5.01
probíhat,5.01
kvalitní,5.01
odpoledne,5.01
úprava,5.01
opustit,5.01
osobně,5.01
pomalu,5.01
pravděpodobně,5.01
takto,5.01
teprve,5.01
tv,5.01
poslouchat,5.01
vznik,5.01
podzim,5.01
procento,5.01
mnohý,5.01
metoda,5.01
generace,5.01
cokoliv,5.0
pracovník,5.0
podat,5.0
pokus,5.0
vnitřní,5.0
kostel,5.0
bezpečnost,5.0
areál,5.0
soubor,5.0
trať,5.0
atd,5.0
dokud,5.0
ods,5.0
pěkně,5.0
zahraničí,5.0
fotbal,5.0
důkaz,5.0
západ,5.0
nemoc,5.0
kámen,5.0
potvrdit,5.0
rovný,5.0
dozvědět,5.0
poslanec,5.0
zboží,5.0
mobil,5.0
oficiální,5.0
tlak,4.99
horní,4.99
kontakt,4.99
praxe,4.99
stavět,4.99
potkat,4.99
záznam,4.99
způsobit,4.99
fond,4.99
výrobce,4.99
oblečený,4.99
bolest,4.99
denně,4.99
zpátky,4.99
žnout,4.99
nehoda,4.99
vycházet,4.99
autobus,4.99
prdel,4.99
jízda,4.99
povinnost,4.99
York,4.99
snaha,4.98
obrázek,4.98
proběhnout,4.98
omezený,4.98
produkt,4.98
model,4.98
herec,4.98
varianta,4.98
list,4.98
Amerika,4.98
obrana,4.98
počátek,4.98
kariéra,4.98
výbor,4.98
vysvětlovat,4.98
hlas,4.98
ii,4.98
jenže,4.98
klidnit,4.98
bezpečnostní,4.98
maso,4.98
fanoušek,4.98
televizní,4.98
Michal,4.98
návrat,4.98
slavný,4.98
zvládnout,4.98
termín,4.98
mapa,4.98
čelo,4.98
účel,4.98
souvislost,4.98
školní,4.98
aktivní,4.98
živý,4.97
cit,4.97
odborný,4.97
místnost,4.97
novina,4.97
karta,4.97
nejprve,4.97
čssd,4.97
použitý,4.97
posílat,4.97
záležitost,4.97
zahájit,4.97
připomínat,4.97
píseň,4.96
snímek,4.96
branka,4.96
jezdit,4.96
konkrétní,4.96
dosáhnout,4.96
kampaň,4.96
látka,4.96
Ruska,4.96
příjemný,4.96
reklama,4.96
dílo,4.96
